,state,const_id,const_name,candidate,party,votes
260,Chhattisgarh,43,Chhattisgarh - Bilaigarh,SANJAY KUMAR,Independent,1822
261,Chhattisgarh,43,Chhattisgarh - Bilaigarh,SANTOSH KUMAR SONWANI,Janata Congress,1083
262,Chhattisgarh,43,Chhattisgarh - Bilaigarh,ER. REVALAL SATNAMI,Independent,858
263,Chhattisgarh,43,Chhattisgarh - Bilaigarh,KOMAL PRASAD,Gondvana Gantantra Party,839
264,Chhattisgarh,43,Chhattisgarh - Bilaigarh,FULMANI TANDAN,Janta Congress Chhattisgarh (J),803
265,Chhattisgarh,43,Chhattisgarh - Bilaigarh,NAND KISHOR DEEP,Independent,654
266,Chhattisgarh,43,Chhattisgarh - Bilaigarh,TAKESH ALIAS TAKESHWAR,Independent,630
267,Chhattisgarh,43,Chhattisgarh - Bilaigarh,JAGANNATH MAHILANG,Aam Aadmi Party,568
268,Chhattisgarh,43,Chhattisgarh - Bilaigarh,NARESH KUMARI AJAY,Shiv Sena,456
269,Chhattisgarh,43,Chhattisgarh - Bilaigarh,NITESH KUMAR RATRE,Sunder Samaj Party,444
270,Chhattisgarh,43,Chhattisgarh - Bilaigarh,None of the Above,None of the Above,2789
271,Chhattisgarh,30,Chhattisgarh - Bilaspur,SHAILESH PANDEY,Indian National Congress,67896
272,Chhattisgarh,30,Chhattisgarh - Bilaspur,AMAR AGRAWAL,Bharatiya Janata Party,56675
273,Chhattisgarh,30,Chhattisgarh - Bilaspur,BRIJESH SAHU,Janta Congress Chhattisgarh (J),3641
274,Chhattisgarh,30,Chhattisgarh - Bilaspur,DR. SHAILESH AHUJA ADVOCATE,Aam Aadmi Party,813
275,Chhattisgarh,30,Chhattisgarh - Bilaspur,AVISHEK EKKA,Independent,609
276,Chhattisgarh,30,Chhattisgarh - Bilaspur,OMPRAKASH SINGH,Independent,599
277,Chhattisgarh,30,Chhattisgarh - Bilaspur,TOLARAM RELWANI,Independent,496
278,Chhattisgarh,30,Chhattisgarh - Bilaspur,ARJUN SHRIWASH,Independent,346
279,Chhattisgarh,30,Chhattisgarh - Bilaspur,AJAY KUMAR WAHNE,Akhil Bhartiya Sarvadharma Samaj Party,307
280,Chhattisgarh,30,Chhattisgarh - Bilaspur,SHEKHAR BANJARE,Independent,195
281,Chhattisgarh,30,Chhattisgarh - Bilaspur,RAJA KINNAR,Independent,145
282,Chhattisgarh,30,Chhattisgarh - Bilaspur,SANTOSH KUMAR KAUSHAL,Shiv Sena,140
283,Chhattisgarh,30,Chhattisgarh - Bilaspur,LAXMI KANT PANDEY,Independent,133
284,Chhattisgarh,30,Chhattisgarh - Bilaspur,SUSHIL JAIDEO CHAVHAN,Ambedkarite Party of India,132
285,Chhattisgarh,30,Chhattisgarh - Bilaspur,SHRIMATI RAJNI SETH,Aap Sabki Apni Party,116
286,Chhattisgarh,30,Chhattisgarh - Bilaspur,HAJI ABDUL RAJJAQ KHAN,Independent,97
287,Chhattisgarh,30,Chhattisgarh - Bilaspur,ABHISHEK KU. NISHAD,Bharat Bhoomi Party,91
288,Chhattisgarh,30,Chhattisgarh - Bilaspur,DR. BALMUKUND SINGH MARAVI,Gondvana Gantantra Party,80
289,Chhattisgarh,30,Chhattisgarh - Bilaspur,SHITLA PRASAD TRIPATHI,Independent,76
290,Chhattisgarh,30,Chhattisgarh - Bilaspur,MO. SALIM KHAN,Bharatiya Sadbhawana Samaj Party,74
291,Chhattisgarh,30,Chhattisgarh - Bilaspur,ANISH CHARAN,India Praja Bandhu Party,67
292,Chhattisgarh,30,Chhattisgarh - Bilaspur,RADHESHYAM SHARMA,Independent,65
293,Chhattisgarh,30,Chhattisgarh - Bilaspur,PAWAN KUMAR AWASTHI,Independent,63
294,Chhattisgarh,30,Chhattisgarh - Bilaspur,ASHISH KUMAR SHRIVASTAV,Bhartiya Shakti Chetna Party,57
295,Chhattisgarh,30,Chhattisgarh - Bilaspur,NILESH MASIH,Independent,53
296,Chhattisgarh,30,Chhattisgarh - Bilaspur,NARAIN PATRE,Independent,51
297,Chhattisgarh,30,Chhattisgarh - Bilaspur,BRIJESH SINGH KAUSHIK,Independent,44
298,Chhattisgarh,30,Chhattisgarh - Bilaspur,NEERA DEVI SONWANI,Independent,37
299,Chhattisgarh,30,Chhattisgarh - Bilaspur,None of the Above,None of the Above,1153
300,Chhattisgarh,29,Chhattisgarh - Bilha,DHARAM LAL KAUSHIK,Bharatiya Janata Party,84431
301,Chhattisgarh,29,Chhattisgarh - Bilha,RAJENDRA SHUKLA,Indian National Congress,57907
302,Chhattisgarh,29,Chhattisgarh - Bilha,SIYARAM KAUSHIK,Janta Congress Chhattisgarh (J),29613
303,Chhattisgarh,29,Chhattisgarh - Bilha,MANOJ THAKUR,Independent,4518
304,Chhattisgarh,29,Chhattisgarh - Bilha,SARDAR JASBEER SINGH,Aam Aadmi Party,4428
305,Chhattisgarh,29,Chhattisgarh - Bilha,DILIP KUMAR KOSHLE,Independent,2583
306,Chhattisgarh,29,Chhattisgarh - Bilha,NIKHADRAM NISHAD,Nationalist Congress Party,1606
307,Chhattisgarh,29,Chhattisgarh - Bilha,DEVPRASAD,Independent,1215
308,Chhattisgarh,29,Chhattisgarh - Bilha,GANESHRAM JOSHI,Independent,1176
309,Chhattisgarh,29,Chhattisgarh - Bilha,NAND KISHORE RAJ,Gondvana Gantantra Party,747
310,Chhattisgarh,29,Chhattisgarh - Bilha,VIJAY SHANKAR PATRE,Ambedkarite Party of India,718
311,Chhattisgarh,29,Chhattisgarh - Bilha,USMAN KHAN,Independent,684
312,Chhattisgarh,29,Chhattisgarh - Bilha,CHANDRAKALA DHIDHI,Independent,637
313,Chhattisgarh,29,Chhattisgarh - Bilha,DEVRAM SAHU,Bharat Bhoomi Party,620
314,Chhattisgarh,29,Chhattisgarh - Bilha,PRAMOD KUMAR GADEWAL,Independent,616
315,Chhattisgarh,29,Chhattisgarh - Bilha,SATVAN SINGH TANDON,Independent,586
316,Chhattisgarh,29,Chhattisgarh - Bilha,SURESH PANDEY,Independent,321
317,Chhattisgarh,29,Chhattisgarh - Bilha,RAMESH KUMAR LAHARE,Independent,313
318,Chhattisgarh,29,Chhattisgarh - Bilha,NIRANJAN KUMAR SAHU,Independent,313
319,Chhattisgarh,29,Chhattisgarh - Bilha,NARENDRA SHANDEY,Janata Congress,311
320,Chhattisgarh,29,Chhattisgarh - Bilha,B.P. VISHWAKARMA,Independent,273
321,Chhattisgarh,29,Chhattisgarh - Bilha,RAM CHARAN KENVAT,Aap Sabki Apni Party,247
322,Chhattisgarh,29,Chhattisgarh - Bilha,RAJKUMAR NAVRANG,Rashtriya Jansabha Party,241
323,Chhattisgarh,29,Chhattisgarh - Bilha,VINOD KUMAR SAHU,Independent,233
324,Chhattisgarh,29,Chhattisgarh - Bilha,MANIRAM GHRITLAHRE,Bharatiya Sadbhawana Samaj Party,205
325,Chhattisgarh,29,Chhattisgarh - Bilha,LAHARGANGA SONI,Independent,195
326,Chhattisgarh,29,Chhattisgarh - Bilha,RAJKUMAR YADAV,Independent,159
327,Chhattisgarh,29,Chhattisgarh - Bilha,LAXMAN DAS MANDLE,Independent,139
328,Chhattisgarh,29,Chhattisgarh - Bilha,ROOPDAS KURREY,Independent,104
329,Chhattisgarh,29,Chhattisgarh - Bilha,None of the Above,None of the Above,1224
330,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,DAMARUDHAR PUJARI,Bharatiya Janata Party,79619
331,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,SANJAY NETAM,Indian National Congress,69189
332,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,ONKAR SHAH,Gondvana Gantantra Party,19022
333,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,DEVENDRA THAKUR,Bahujan Samaj Party,2752
334,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,SIYARAM NAGESH,Aam Aadmi Party,2378
335,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,BHOJLAL NETAM,Communist Party of India (Marxist-Leninist) Red Star,2083
336,Chhattisgarh,55,Chhattisgarh - Bindranawagarh,None of the Above,None of the Above,5515
337,Chhattisgarh,36,Chhattisgarh - Chandrapur,RAM KUMAR YADAV,Indian National Congress,51717
338,Chhattisgarh,36,Chhattisgarh - Chandrapur,GITANJALI PATEL,Bahujan Samaj Party,47299
339,Chhattisgarh,36,Chhattisgarh - Chandrapur,BAHU RANI SANYOGITA SINGH JUDEV,Bharatiya Janata Party,39638
340,Chhattisgarh,36,Chhattisgarh - Chandrapur,SUMAN NOVEL VERMA,Nationalist Congress Party,14429
341,Chhattisgarh,36,Chhattisgarh - Chandrapur,RAJKUMAR YADAV,Independent,1779
342,Chhattisgarh,36,Chhattisgarh - Chandrapur,MANHARAN LAL KAMLESH,Independent,690
343,Chhattisgarh,36,Chhattisgarh - Chandrapur,ABHINAV SHUKLA,Shiv Sena,611
344,Chhattisgarh,36,Chhattisgarh - Chandrapur,BHANU PRAKASH CHANDRA,Aam Aadmi Party,588
345,Chhattisgarh,36,Chhattisgarh - Chandrapur,PAITRAM KHUNTE,Independent,575
346,Chhattisgarh,36,Chhattisgarh - Chandrapur,RAMKUMAR YADAV,Independent,547
347,Chhattisgarh,36,Chhattisgarh - Chandrapur,NAVEL KUMAR PANKAJ,Independent,507
348,Chhattisgarh,36,Chhattisgarh - Chandrapur,SUNDAR LAL CHOUHAN,Independent,504
349,Chhattisgarh,36,Chhattisgarh - Chandrapur,SATAYANAND SIDAR,Ambedkarite Party of India,485
350,Chhattisgarh,36,Chhattisgarh - Chandrapur,BALWANT SINGH,Gondvana Gantantra Party,426
351,Chhattisgarh,36,Chhattisgarh - Chandrapur,DADULAL TANDAN,Independent,395
352,Chhattisgarh,36,Chhattisgarh - Chandrapur,UMA KANT SAHU,Bhartiya Shakti Chetna Party,387
353,Chhattisgarh,36,Chhattisgarh - Chandrapur,SITA SARTHI,Bharat Bhoomi Party,357
354,Chhattisgarh,36,Chhattisgarh - Chandrapur,GEETANJALI PATEL,Independent,346
355,Chhattisgarh,36,Chhattisgarh - Chandrapur,None of the Above,None of the Above,550
356,Chhattisgarh,87,Chhattisgarh - Chitrakot,DEEPAK BAIJ,Indian National Congress,62616
357,Chhattisgarh,87,Chhattisgarh - Chitrakot,LACHHURAM KASHYAP,Bharatiya Janata Party,44846
358,Chhattisgarh,87,Chhattisgarh - Chitrakot,TANKESHWAR BHARDWAJ,Janta Congress Chhattisgarh (J),7494
359,Chhattisgarh,87,Chhattisgarh - Chitrakot,DHARMURAM KASHYAP,Independent,3032
360,Chhattisgarh,87,Chhattisgarh - Chitrakot,SURESH KAWASI ALIAS SARGEEM KAWASI,Shiv Sena,2297
361,Chhattisgarh,87,Chhattisgarh - Chitrakot,LAKHESHWAR KAWASI,Ambedkarite Party of India,1791
362,Chhattisgarh,87,Chhattisgarh - Chitrakot,DANTIRAM POYAM,Aam Aadmi Party,1517
363,Chhattisgarh,87,Chhattisgarh - Chitrakot,None of the Above,None of the Above,9824
364,Chhattisgarh,88,Chhattisgarh - Dantewara,BHIMA MANDAVI,Bharatiya Janata Party,37990
365,Chhattisgarh,88,Chhattisgarh - Dantewara,DEVATI KARMA,Indian National Congress,35818
366,Chhattisgarh,88,Chhattisgarh - Dantewara,NANDA RAM SORI,Communist Party of India,12195
367,Chhattisgarh,88,Chhattisgarh - Dantewara,KESHAV NETAM,Bahujan Samaj Party,6119
368,Chhattisgarh,88,Chhattisgarh - Dantewara,BALOO RAM BHAWANI,Aam Aadmi Party,4903
369,Chhattisgarh,88,Chhattisgarh - Dantewara,JAYA KASHYAP,Independent,3555
370,Chhattisgarh,88,Chhattisgarh - Dantewara,SUDHRU RAM KUNJAM,Bhartiya Panchyat Party,3154
371,Chhattisgarh,88,Chhattisgarh - Dantewara,None of the Above,None of the Above,9929
372,Chhattisgarh,58,Chhattisgarh - Dhamtari,RANJANA DIPENDRA SAHU,Bharatiya Janata Party,63198
373,Chhattisgarh,58,Chhattisgarh - Dhamtari,GURUMUKH SINGH HORA,Indian National Congress,62734
374,Chhattisgarh,58,Chhattisgarh - Dhamtari,ANAND PAWAR,Independent,29163
375,Chhattisgarh,58,Chhattisgarh - Dhamtari,DIGVIJAY SINGH KRIDUTT,Janta Congress Chhattisgarh (J),3299
376,Chhattisgarh,58,Chhattisgarh - Dhamtari,RAJESHWARI DOMAN SAHU,Independent,2856
377,Chhattisgarh,58,Chhattisgarh - Dhamtari,TIRATH RAJ FUTAN (GADDI),Independent,2061
378,Chhattisgarh,58,Chhattisgarh - Dhamtari,SHATRUHAN SINGH SAHU,Aam Aadmi Party,1736
379,Chhattisgarh,58,Chhattisgarh - Dhamtari,BHAGESH BAID,Independent,1585
380,Chhattisgarh,58,Chhattisgarh - Dhamtari,RANJANA SAHU,Independent,1189
381,Chhattisgarh,58,Chhattisgarh - Dhamtari,KEWAL SINGH NETAM,Gondvana Gantantra Party,812
382,Chhattisgarh,58,Chhattisgarh - Dhamtari,GYANCHAND PARAKH (GYANU),Independent,655
383,Chhattisgarh,58,Chhattisgarh - Dhamtari,AKASH DEWANGAN,Independent,566
384,Chhattisgarh,58,Chhattisgarh - Dhamtari,BHARATLAL SATNAMI,Independent,537
385,Chhattisgarh,58,Chhattisgarh - Dhamtari,DR. GEINDLAL SATNAMI,Independent,478
386,Chhattisgarh,58,Chhattisgarh - Dhamtari,DR. NEPALSINGH SAHU,Independent,350
387,Chhattisgarh,58,Chhattisgarh - Dhamtari,GOPAL JOSHI,Independent,269
388,Chhattisgarh,58,Chhattisgarh - Dhamtari,JANMEJAI MAHILANGE,Rashtriya Jansabha Party,222
389,Chhattisgarh,58,Chhattisgarh - Dhamtari,YOGENDRA KUMAR SAHU,Pichhara Samaj Party United,221
390,Chhattisgarh,58,Chhattisgarh - Dhamtari,None of the Above,None of the Above,551
391,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,LALJEET SINGH RATHIA,Indian National Congress,95173
392,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,LEENAV BIRJU RATHIA,Bharatiya Janata Party,54838
393,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,SANTRAM RATHIA,Janta Congress Chhattisgarh (J),4574
394,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,HARI TIRKEY,Independent,2314
395,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,LAKHAN LAL BAIGA,Ambedkarite Party of India,1615
396,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,JAI SINGH SIDAR,Samajwadi Party,1563
397,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,ANUP KUMAR BARWA,Bahujan Mukti Party,1538
398,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,LINYUS TOPPO,Independent,1241
399,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,PREM SINGH RATHIA,Aam Aadmi Party,1174
400,Chhattisgarh,19,Chhattisgarh - Dharamjaigarh,None of the Above,None of the Above,5954
401,Chhattisgarh,47,Chhattisgarh - Dharsiwa,ANITA YOGENDRA SHARMA,Indian National Congress,78989
402,Chhattisgarh,47,Chhattisgarh - Dharsiwa,DEVJI BHAI PATEL,Bharatiya Janata Party,59589
403,Chhattisgarh,47,Chhattisgarh - Dharsiwa,PANNA LAL SAHU,Janta Congress Chhattisgarh (J),14968
404,Chhattisgarh,47,Chhattisgarh - Dharsiwa,SANJU YADAV,Independent,3343
405,Chhattisgarh,47,Chhattisgarh - Dharsiwa,SANGITA BAGHEL,Independent,2197
406,Chhattisgarh,47,Chhattisgarh - Dharsiwa,DR. OM PRAKASH SAHU,Samajwadi Party,632
407,Chhattisgarh,47,Chhattisgarh - Dharsiwa,TAMESHWAR SAHU,Independent,592
408,Chhattisgarh,47,Chhattisgarh - Dharsiwa,PURAN LAL BAGHEL,Independent,521
409,Chhattisgarh,47,Chhattisgarh - Dharsiwa,ANIL PURI GOSWAMI,Independent,390
410,Chhattisgarh,47,Chhattisgarh - Dharsiwa,DHANESH KUMAR MAIRISHA,Ambedkarite Party of India,383
411,Chhattisgarh,47,Chhattisgarh - Dharsiwa,SANTOSH DUBEY,Aam Aadmi Party,324
412,Chhattisgarh,47,Chhattisgarh - Dharsiwa,RAJESH KUMAR BANJARE,Rashtriya Jansabha Party,293
413,Chhattisgarh,47,Chhattisgarh - Dharsiwa,DASHRATH BIRJALE,Independent,280
414,Chhattisgarh,47,Chhattisgarh - Dharsiwa,TIKARAM SAHU,Independent,265
415,Chhattisgarh,47,Chhattisgarh - Dharsiwa,GULAB TANDON,Independent,236
416,Chhattisgarh,47,Chhattisgarh - Dharsiwa,GUNISH KUMAR VERMA (LATE CHHEDULAL VERMA),Independent,127
417,Chhattisgarh,47,Chhattisgarh - Dharsiwa,None of the Above,None of the Above,1361
418,Chhattisgarh,60,Chhattisgarh - Dondi lohara,ANILA BHENDIA,Indian National Congress,67448
419,Chhattisgarh,60,Chhattisgarh - Dondi lohara,LAL MAHENDRA SINGH TEKAM,Bharatiya Janata Party,34345
420,Chhattisgarh,60,Chhattisgarh - Dondi lohara,DEV LAL THAKUR,Independent,21360
421,Chhattisgarh,60,Chhattisgarh - Dondi lohara,JANAK LAL THAKUR,Independent,19242
422,Chhattisgarh,60,Chhattisgarh - Dondi lohara,RAJESH CHURENDRA,Janta Congress Chhattisgarh (J),13929
423,Chhattisgarh,60,Chhattisgarh - Dondi lohara,HITESHWARI KOTHARI,Independent,1902
424,Chhattisgarh,60,Chhattisgarh - Dondi lohara,MAHESH KUMAR KORETI,Ambedkarite Party of India,1279
425,Chhattisgarh,60,Chhattisgarh - Dondi lohara,RAMESH KUMAR CHURENDRA,Swabhiman Party,1256
426,Chhattisgarh,60,Chhattisgarh - Dondi lohara,YUGAL KISHOR RATRE,Aam Aadmi Party,1100
427,Chhattisgarh,60,Chhattisgarh - Dondi lohara,None of the Above,None of the Above,4842
428,Chhattisgarh,76,Chhattisgarh - Dongargaon,DALESHWAR SAHU,Indian National Congress,84581
429,Chhattisgarh,76,Chhattisgarh - Dongargaon,MADHUSUDAN YADAV,Bharatiya Janata Party,65498
430,Chhattisgarh,76,Chhattisgarh - Dongargaon,VANI VILASH PATEL,Independent,1863
431,Chhattisgarh,76,Chhattisgarh - Dongargaon,REKHCHAND MANDLE,Independent,1782
432,Chhattisgarh,76,Chhattisgarh - Dongargaon,ASHOK VERMA,Bahujan Samaj Party,1482
433,Chhattisgarh,76,Chhattisgarh - Dongargaon,CHANDRMANI VERMA,Aam Aadmi Party,1474
434,Chhattisgarh,76,Chhattisgarh - Dongargaon,JITENDRA SAHU,Gondvana Gantantra Party,765
435,Chhattisgarh,76,Chhattisgarh - Dongargaon,MANMOHAN AGRAWAL,Independent,574
436,Chhattisgarh,76,Chhattisgarh - Dongargaon,SANDEEP TEMBURKAR,Ambedkarite Party of India,380
437,Chhattisgarh,76,Chhattisgarh - Dongargaon,BANSHI LAL SINHA,Independent,352
438,Chhattisgarh,76,Chhattisgarh - Dongargaon,TIJAU RAM VERMA,Independent,255
439,Chhattisgarh,76,Chhattisgarh - Dongargaon,RAJ KUMAR SAHU,Shiv Sena,251
440,Chhattisgarh,76,Chhattisgarh - Dongargaon,None of the Above,None of the Above,2257
441,Chhattisgarh,74,Chhattisgarh - Dongargarh,BHUNESHWAR SHOBHARAM BAGHEL,Indian National Congress,86949
442,Chhattisgarh,74,Chhattisgarh - Dongargarh,SAROJANI BANJARE,Bharatiya Janata Party,51531
443,Chhattisgarh,74,Chhattisgarh - Dongargarh,TARUN KUMAR HATHEL,Independent,6699
444,Chhattisgarh,74,Chhattisgarh - Dongargarh,MISHRI LAL MARKANDE,Bahujan Samaj Party,5388
445,Chhattisgarh,74,Chhattisgarh - Dongargarh,DILIP KUMAR LAHARE,Gondvana Gantantra Party,1407
446,Chhattisgarh,74,Chhattisgarh - Dongargarh,YUVRAJ SIRMAUR,Independent,1312
447,Chhattisgarh,74,Chhattisgarh - Dongargarh,ANIL KUMAR UMARE,Ambedkarite Party of India,1033
448,Chhattisgarh,74,Chhattisgarh - Dongargarh,YEESHU CHANDEY,Aam Aadmi Party,887
449,Chhattisgarh,74,Chhattisgarh - Dongargarh,VIJENDRA BORKER,Independent,880
450,Chhattisgarh,74,Chhattisgarh - Dongargarh,MOHAN KOTLE,Independent,593
451,Chhattisgarh,74,Chhattisgarh - Dongargarh,None of the Above,None of the Above,3896
452,Chhattisgarh,64,Chhattisgarh - Durg City,ARUN VORA,Indian National Congress,64981
453,Chhattisgarh,64,Chhattisgarh - Durg City,CHANDRIKA CHANDRAKAR,Bharatiya Janata Party,43900
454,Chhattisgarh,64,Chhattisgarh - Durg City,PRATAP MADHYANI,Janta Congress Chhattisgarh (J),20634
455,Chhattisgarh,64,Chhattisgarh - Durg City,KANCHAN SHENDRE,Independent,1733
456,Chhattisgarh,64,Chhattisgarh - Durg City,DR. S. K. AGRAWAL,Aam Aadmi Party,1701
457,Chhattisgarh,64,Chhattisgarh - Durg City,SUBHASH KUMAR PAUL,India Praja Bandhu Party,554
458,Chhattisgarh,64,Chhattisgarh - Durg City,KAMLESH KUMAR NAGARCHI,Independent,553
459,Chhattisgarh,64,Chhattisgarh - Durg City,BRAMHA TIWARI,Independent,462
460,Chhattisgarh,64,Chhattisgarh - Durg City,ANOOP KUMAR PANDEY,Independent,398
461,Chhattisgarh,64,Chhattisgarh - Durg City,AATMA RAM SAHU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),375
462,Chhattisgarh,64,Chhattisgarh - Durg City,BALDEV SINGH SAHU,Chhattisgarh Swabhiman Manch,339
463,Chhattisgarh,64,Chhattisgarh - Durg City,RAS BIHARI BARI,Independent,319
464,Chhattisgarh,64,Chhattisgarh - Durg City,SUNIL KUMAR MARKANDEY,Ambedkarite Party of India,309
465,Chhattisgarh,64,Chhattisgarh - Durg City,ARUN KUMAR JOSHI,Independent,269
466,Chhattisgarh,64,Chhattisgarh - Durg City,TAMESHWAR TIWARI,Akhil Bharat Hindu Mahasabha,262
467,Chhattisgarh,64,Chhattisgarh - Durg City,BRAJESH KUMAR YADAV,Samajwadi Party,257
468,Chhattisgarh,64,Chhattisgarh - Durg City,SURYA NARAYAN SONWANI,Pichhara Samaj Party United,234
469,Chhattisgarh,64,Chhattisgarh - Durg City,MAHELKA BEGUM SHEKH,Independent,148
470,Chhattisgarh,64,Chhattisgarh - Durg City,SURESH KUMAR VERMA,Independent,128
471,Chhattisgarh,64,Chhattisgarh - Durg City,SUJATA SINGH,Bhartiya Panchyat Party,123
472,Chhattisgarh,64,Chhattisgarh - Durg City,ADVOCATE RAMRATAN SAHU,Independent,63
473,Chhattisgarh,64,Chhattisgarh - Durg City,None of the Above,None of the Above,1471
474,Chhattisgarh,63,Chhattisgarh - Durg Gramin,TAMRADHWAJ SAHU,Indian National Congress,76208
475,Chhattisgarh,63,Chhattisgarh - Durg Gramin,JAGESHWAR SAHU,Bharatiya Janata Party,49096
476,Chhattisgarh,63,Chhattisgarh - Durg Gramin,DR. BALMUKUND DEWANGAN,Janta Congress Chhattisgarh (J),11485
477,Chhattisgarh,63,Chhattisgarh - Durg Gramin,CHUMMAN LAL DESHMUKH,Independent,2819
478,Chhattisgarh,63,Chhattisgarh - Durg Gramin,BALMUKUND DEWANGAN,Independent,2069
479,Chhattisgarh,63,Chhattisgarh - Durg Gramin,BADRI PRASAD PARKAR,Chhattisgarh Swabhiman Manch,1336
480,Chhattisgarh,63,Chhattisgarh - Durg Gramin,ISHWARI KURRE,Aam Aadmi Party,1286
481,Chhattisgarh,63,Chhattisgarh - Durg Gramin,SATISH PARAKH,Democratic Party of India,970
482,Chhattisgarh,63,Chhattisgarh - Durg Gramin,JAGESHWAR KUMAR SAHU,Independent,553
483,Chhattisgarh,63,Chhattisgarh - Durg Gramin,None of the Above,None of the Above,2603
484,Chhattisgarh,61,Chhattisgarh - Gunderdehi,KUNWER SINGH NISHAD,Indian National Congress,110369
485,Chhattisgarh,61,Chhattisgarh - Gunderdehi,DEEPAK TARACHAND SAHU,Bharatiya Janata Party,54975
486,Chhattisgarh,61,Chhattisgarh - Gunderdehi,RAJENDRA KUMAR RAI,Janta Congress Chhattisgarh (J),8648
487,Chhattisgarh,61,Chhattisgarh - Gunderdehi,RAMAN KUMAR SAHU,Independent,1835
488,Chhattisgarh,61,Chhattisgarh - Gunderdehi,NAMRATA SONI,Aam Aadmi Party,1261
489,Chhattisgarh,61,Chhattisgarh - Gunderdehi,CHANDRAHAS KALICHARAN SAHU,Bhartiya Panchyat Party,909
490,Chhattisgarh,61,Chhattisgarh - Gunderdehi,DHANNULAL MARKANDE,Independent,671
491,Chhattisgarh,61,Chhattisgarh - Gunderdehi,BUDHELAL KOSLE,Independent,655
492,Chhattisgarh,61,Chhattisgarh - Gunderdehi,NEETA SAHU,Shiv Sena,582
493,Chhattisgarh,61,Chhattisgarh - Gunderdehi,MITHILESH PISDA,Ambedkarite Party of India,513
494,Chhattisgarh,61,Chhattisgarh - Gunderdehi,GAURAV KUMAR CHANDRAKAR,Independent,496
495,Chhattisgarh,61,Chhattisgarh - Gunderdehi,TAMRAJDHWAJ SAHU,Chhattisgarh Swabhiman Manch,429
496,Chhattisgarh,61,Chhattisgarh - Gunderdehi,LEDGU RAM,Rashtriya Jansabha Party,347
497,Chhattisgarh,61,Chhattisgarh - Gunderdehi,None of the Above,None of the Above,5014
498,Chhattisgarh,86,Chhattisgarh - Jagdalpur,REKHCHAND JAIN,Indian National Congress,76556
499,Chhattisgarh,86,Chhattisgarh - Jagdalpur,SANTOSH BAFNA,Bharatiya Janata Party,49116
500,Chhattisgarh,86,Chhattisgarh - Jagdalpur,MANGALRAM KASHYAP,Communist Party of India,3020
501,Chhattisgarh,86,Chhattisgarh - Jagdalpur,AMIT PANDEY,Janta Congress Chhattisgarh (J),2801
502,Chhattisgarh,86,Chhattisgarh - Jagdalpur,NASEEM QURESHI,Independent,2306
503,Chhattisgarh,86,Chhattisgarh - Jagdalpur,PAPPURAM NAG,Independent,1382
504,Chhattisgarh,86,Chhattisgarh - Jagdalpur,SURENDRA CHALKI,India Praja Bandhu Party,1233
505,Chhattisgarh,86,Chhattisgarh - Jagdalpur,KARIYA DIWAN,Shiv Sena,1081
506,Chhattisgarh,86,Chhattisgarh - Jagdalpur,JAGATRAM NAG,Independent,1075
507,Chhattisgarh,86,Chhattisgarh - Jagdalpur,ROHIT SINGH ARYA,Aam Aadmi Party,861
508,Chhattisgarh,86,Chhattisgarh - Jagdalpur,SAROJ YADAV,Rashtriya Jansambhavna Party,717
509,Chhattisgarh,86,Chhattisgarh - Jagdalpur,PALANRAM SAHU,Independent,488
510,Chhattisgarh,86,Chhattisgarh - Jagdalpur,SHYAM GHOSH,Bhartiya Panchyat Party,475
511,Chhattisgarh,86,Chhattisgarh - Jagdalpur,MUNNARAM BAGHEL,Independent,410
512,Chhattisgarh,86,Chhattisgarh - Jagdalpur,SHIVCHARAN,Akhil Bharat Samagra Kranti Party,389
513,Chhattisgarh,86,Chhattisgarh - Jagdalpur,SALIM RAZA,Independent,357
514,Chhattisgarh,86,Chhattisgarh - Jagdalpur,PURUSHOTTAM SHUKLA,Rashtriya Gondvana Party,346
515,Chhattisgarh,86,Chhattisgarh - Jagdalpur,VIRENDRA VAIDH(SINHA),Rashtriya Jansabha Party,335
516,Chhattisgarh,86,Chhattisgarh - Jagdalpur,VIMLESH DUBEY,Samajwadi Party,287
517,Chhattisgarh,86,Chhattisgarh - Jagdalpur,NANDLAL GUPTA(NANDU BHAIYYA),Bhartiya Naujawan Inklav Party,267
518,Chhattisgarh,86,Chhattisgarh - Jagdalpur,YASHODA VISHWAKARMA,Independent,213
519,Chhattisgarh,86,Chhattisgarh - Jagdalpur,None of the Above,None of the Above,936
